purchase_time,event_name,ticket_tier,tickets_bought,face_value,service_fee,total_charge,buyer_location,is_reseller
2023-10-01 05:14:00,Symphony Orchestra,Early Bird,2,25,12.43,1322.52,Local,False
2023-10-01 05:15:00,Tech Expo,General Admin,6,150,38.04,756.41,Local,False
2023-10-01 05:16:00,Symphony Orchestra,General Admin,1,150,17.21,1891.68,Local,False
2023-10-01 05:17:00,Rock Fest '24,Early Bird,3,50,28.09,569.02,Out of State,False
2023-10-01 05:18:00,Comedy Night,General Admin,2,300,28.23,2099.63,Local,False
2023-10-01 05:19:00,Comedy Night,VIP,2,25,30.68,1089.32,International,False
2023-10-01 05:20:00,Tech Expo,General Admin,3,50,25.31,1510.76,Local,False
2023-10-01 05:21:00,Rock Fest '24,Early Bird,7,300,24.35,1083.04,Local,False
2023-10-01 05:22:00,Rock Fest '24,Balcony,7,25,36.49,574.42,Out of State,False
2023-10-01 05:23:00,Rock Fest '24,General Admin,7,150,42.92,2153.72,International,False
2023-10-01 05:24:00,Symphony Orchestra,General Admin,5,300,10.45,428.73,Local,False
2023-10-01 05:25:00,Rock Fest '24,Early Bird,5,50,24.6,240.51,Out of State,False
2023-10-01 05:26:00,Symphony Orchestra,Balcony,1,50,16.61,608.75,International,False
2023-10-01 05:27:00,Rock Fest '24,Early Bird,1,300,42.2,1025.18,International,False
2023-10-01 05:28:00,Symphony Orchestra,Balcony,4,25,10.9,1104.21,International,False
2023-10-01 05:29:00,Comedy Night,Balcony,7,50,15.56,995.96,Out of State,False
2023-10-01 05:30:00,Symphony Orchestra,Balcony,1,150,27.81,2185.4,Local,False
2023-10-01 05:31:00,Tech Expo,General Admin,5,150,33.93,1875.23,International,False
2023-10-01 05:32:00,Comedy Night,VIP,5,150,24.61,607.01,Out of State,False
2023-10-01 05:33:00,Rock Fest '24,Early Bird,4,300,30.82,336.53,International,False
2023-10-01 05:34:00,Tech Expo,Early Bird,6,25,22.1,127.48,Out of State,False
2023-10-01 05:35:00,Symphony Orchestra,Early Bird,7,25,7.12,937.43,Out of State,False
2023-10-01 05:36:00,Symphony Orchestra,Early Bird,1,150,42.04,1900.92,Out of State,False
2023-10-01 05:37:00,Tech Expo,Early Bird,6,150,32.84,925.11,Local,False
2023-10-01 05:38:00,Rock Fest '24,VIP,5,300,31.41,1066.29,International,False
2023-10-01 05:39:00,Tech Expo,Early Bird,6,150,38.79,1621.5,Local,False
2023-10-01 05:40:00,Symphony Orchestra,Early Bird,4,300,22.77,1825.18,Out of State,False
2023-10-01 05:41:00,Tech Expo,VIP,7,300,36.61,1414.08,Local,False
2023-10-01 05:42:00,Comedy Night,Early Bird,7,150,28.67,195.84,Local,True
2023-10-01 05:43:00,Tech Expo,Balcony,5,300,28.48,177.0,Local,False
2023-10-01 05:44:00,Tech Expo,VIP,3,300,18.6,2469.98,Local,False
2023-10-01 05:45:00,Rock Fest '24,VIP,5,150,31.83,936.59,Out of State,False
2023-10-01 05:46:00,Comedy Night,Balcony,1,50,23.85,1529.27,International,False
2023-10-01 05:47:00,Symphony Orchestra,Balcony,1,300,26.67,2493.81,Out of State,True
2023-10-01 05:48:00,Symphony Orchestra,Early Bird,5,150,30.47,90.67,Local,False
2023-10-01 05:49:00,Tech Expo,General Admin,6,50,29.97,1704.79,International,False
2023-10-01 05:50:00,Symphony Orchestra,Early Bird,4,50,5.3,2213.54,Out of State,False
2023-10-01 05:51:00,Rock Fest '24,Early Bird,7,50,24.83,645.88,Out of State,False
2023-10-01 05:52:00,Tech Expo,General Admin,3,50,29.35,1573.69,Out of State,False
2023-10-01 05:53:00,Rock Fest '24,General Admin,4,150,43.63,139.67,Out of State,False
2023-10-01 05:54:00,Tech Expo,VIP,4,300,43.24,2400.48,Out of State,False
2023-10-01 05:55:00,Tech Expo,Early Bird,3,25,13.92,82.96,Out of State,False
2023-10-01 05:56:00,Symphony Orchestra,VIP,3,50,30.79,1125.12,Local,False
2023-10-01 05:57:00,Comedy Night,Early Bird,5,50,6.32,2224.65,Out of State,False
2023-10-01 05:58:00,Rock Fest '24,General Admin,1,150,18.15,2393.79,Local,False
2023-10-01 05:59:00,Symphony Orchestra,Early Bird,2,50,16.75,1399.92,Local,False
2023-10-01 06:00:00,Rock Fest '24,General Admin,3,50,13.95,1364.1,International,False
2023-10-01 06:01:00,Comedy Night,VIP,3,150,13.42,1349.48,Local,False
2023-10-01 06:02:00,Tech Expo,General Admin,4,25,21.88,170.71,Out of State,False
2023-10-01 06:03:00,Symphony Orchestra,Early Bird,3,150,7.35,1822.4,Local,False
2023-10-01 06:04:00,Symphony Orchestra,General Admin,4,150,36.68,316.93,Local,False
2023-10-01 06:05:00,Rock Fest '24,VIP,2,150,37.91,1268.15,International,False
2023-10-01 06:06:00,Symphony Orchestra,Early Bird,3,150,22.73,1674.02,International,False
2023-10-01 06:07:00,Rock Fest '24,Balcony,4,300,25.32,629.85,Out of State,False
2023-10-01 06:08:00,Tech Expo,General Admin,4,150,35.75,1361.39,International,False
2023-10-01 06:09:00,Symphony Orchestra,General Admin,3,150,8.32,1717.87,Local,False
2023-10-01 06:10:00,Rock Fest '24,Early Bird,2,150,22.14,464.04,Out of State,False
2023-10-01 06:11:00,Tech Expo,General Admin,7,150,35.24,880.52,Out of State,False
2023-10-01 06:12:00,Comedy Night,Balcony,7,25,17.52,1729.46,Out of State,False
2023-10-01 06:13:00,Symphony Orchestra,General Admin,5,300,7.38,437.77,Local,False
2023-10-01 06:14:00,Comedy Night,VIP,2,50,11.47,986.35,Out of State,False
2023-10-01 06:15:00,Symphony Orchestra,Balcony,1,300,29.99,108.36,Out of State,False
2023-10-01 06:16:00,Comedy Night,VIP,4,25,32.92,2312.64,Out of State,False
2023-10-01 06:17:00,Symphony Orchestra,VIP,4,25,26.37,1598.76,International,False
2023-10-01 06:18:00,Tech Expo,VIP,4,150,43.54,1874.46,Out of State,False
2023-10-01 06:19:00,Symphony Orchestra,Balcony,7,50,28.46,2327.37,Out of State,False
2023-10-01 06:20:00,Comedy Night,VIP,1,300,13.24,617.89,International,False
2023-10-01 06:21:00,Symphony Orchestra,Early Bird,4,50,5.81,391.61,Local,False
2023-10-01 06:22:00,Symphony Orchestra,General Admin,2,50,36.43,640.22,Out of State,False
2023-10-01 06:23:00,Symphony Orchestra,Early Bird,6,300,8.29,341.01,Out of State,False
2023-10-01 06:24:00,Tech Expo,Early Bird,2,25,32.28,2112.45,Local,False
2023-10-01 06:25:00,Rock Fest '24,Balcony,6,25,5.58,2378.85,Out of State,False
2023-10-01 06:26:00,Rock Fest '24,Early Bird,4,300,32.33,2356.55,Local,False
2023-10-01 06:27:00,Symphony Orchestra,General Admin,3,150,10.35,309.07,Out of State,False
2023-10-01 06:28:00,Rock Fest '24,Early Bird,5,300,26.83,628.59,International,False
2023-10-01 06:29:00,Symphony Orchestra,Early Bird,3,25,27.07,1669.04,Local,False
2023-10-01 06:30:00,Tech Expo,Early Bird,4,150,11.42,957.06,International,False
2023-10-01 06:31:00,Rock Fest '24,Balcony,6,50,8.99,1345.32,International,False
2023-10-01 06:32:00,Tech Expo,Early Bird,1,150,7.78,481.33,Local,False
2023-10-01 06:33:00,Rock Fest '24,Balcony,5,300,11.67,252.47,Local,False
2023-10-01 06:34:00,Symphony Orchestra,VIP,5,150,10.73,1919.9,Out of State,False
2023-10-01 06:35:00,Tech Expo,VIP,1,150,33.0,2425.97,International,False
2023-10-01 06:36:00,Rock Fest '24,General Admin,5,300,6.04,1914.95,International,False
2023-10-01 06:37:00,Tech Expo,Balcony,3,50,14.61,359.96,International,False
2023-10-01 06:38:00,Tech Expo,General Admin,6,300,30.16,47.77,Out of State,False
2023-10-01 06:39:00,Comedy Night,General Admin,2,300,39.4,56.41,International,False
2023-10-01 06:40:00,Rock Fest '24,Early Bird,4,25,23.52,352.96,Out of State,False
2023-10-01 06:41:00,Comedy Night,Balcony,6,25,33.99,803.25,International,False
2023-10-01 06:42:00,Tech Expo,General Admin,3,50,28.78,1540.85,Local,False
2023-10-01 06:43:00,Tech Expo,Balcony,5,50,36.86,600.51,Local,False
2023-10-01 06:44:00,Comedy Night,Balcony,7,25,26.33,306.6,Out of State,False
2023-10-01 06:45:00,Symphony Orchestra,Balcony,1,150,31.71,492.74,Out of State,True
2023-10-01 06:46:00,Rock Fest '24,Early Bird,1,50,41.79,2373.26,Out of State,False
2023-10-01 06:47:00,Comedy Night,Balcony,4,300,27.39,271.43,International,False
2023-10-01 06:48:00,Tech Expo,VIP,6,150,10.9,608.19,International,False
2023-10-01 06:49:00,Symphony Orchestra,Balcony,6,150,12.56,2353.55,Local,False
2023-10-01 06:50:00,Symphony Orchestra,VIP,1,50,15.97,1741.88,Out of State,False
2023-10-01 06:51:00,Comedy Night,Balcony,6,150,44.04,1417.79,Local,False
2023-10-01 06:52:00,Rock Fest '24,VIP,4,25,12.5,1690.55,International,False
2023-10-01 06:53:00,Tech Expo,Balcony,7,50,16.28,2187.29,Out of State,False
2023-10-01 06:54:00,Tech Expo,VIP,6,300,32.37,829.45,International,False
2023-10-01 06:55:00,Symphony Orchestra,Early Bird,3,25,15.44,2347.75,Out of State,False
2023-10-01 06:56:00,Rock Fest '24,Balcony,6,150,22.93,655.9,Local,False
2023-10-01 06:57:00,Symphony Orchestra,Early Bird,7,25,21.16,1392.36,Out of State,False
2023-10-01 06:58:00,Tech Expo,Balcony,1,25,24.04,2412.65,Out of State,False
2023-10-01 06:59:00,Comedy Night,Early Bird,3,50,38.58,1672.76,Local,False
2023-10-01 07:00:00,Tech Expo,VIP,5,150,40.8,2409.45,Local,False
2023-10-01 07:01:00,Tech Expo,General Admin,1,300,33.68,2290.03,Local,False
2023-10-01 07:02:00,Rock Fest '24,Early Bird,2,50,43.33,1954.03,Local,False
2023-10-01 07:03:00,Symphony Orchestra,General Admin,5,50,26.75,475.87,Out of State,False
2023-10-01 07:04:00,Tech Expo,Early Bird,5,150,8.7,1422.85,Out of State,False
2023-10-01 07:05:00,Comedy Night,General Admin,1,25,15.64,2212.59,Out of State,True
2023-10-01 07:06:00,Comedy Night,Balcony,4,150,25.41,2065.7,Local,False
2023-10-01 07:07:00,Comedy Night,Early Bird,3,300,15.22,2106.81,International,False
2023-10-01 07:08:00,Tech Expo,VIP,4,50,42.32,1012.21,International,False
2023-10-01 07:09:00,Tech Expo,Early Bird,6,150,25.64,279.6,International,False
2023-10-01 07:10:00,Symphony Orchestra,Balcony,5,50,40.42,1498.27,International,False
2023-10-01 07:11:00,Symphony Orchestra,Balcony,2,300,40.66,495.07,International,False
2023-10-01 07:12:00,Symphony Orchestra,Early Bird,7,150,39.63,1944.89,Out of State,False
2023-10-01 07:13:00,Rock Fest '24,General Admin,2,300,35.24,2172.83,Local,False
2023-10-01 07:14:00,Tech Expo,Balcony,6,50,14.62,456.33,International,False
2023-10-01 07:15:00,Tech Expo,VIP,3,150,8.72,2450.01,International,False
2023-10-01 07:16:00,Rock Fest '24,Balcony,4,150,25.51,329.11,Local,False
2023-10-01 07:17:00,Symphony Orchestra,Early Bird,1,300,14.39,382.5,International,False
2023-10-01 07:18:00,Comedy Night,Balcony,7,150,12.64,224.56,Out of State,False
2023-10-01 07:19:00,Rock Fest '24,VIP,7,50,7.88,142.92,Local,True
2023-10-01 07:20:00,Rock Fest '24,Balcony,2,25,6.79,316.46,Out of State,False
2023-10-01 07:21:00,Comedy Night,General Admin,1,300,36.11,1548.67,International,False
2023-10-01 07:22:00,Symphony Orchestra,General Admin,1,25,30.91,1860.05,Out of State,False
2023-10-01 07:23:00,Symphony Orchestra,VIP,3,25,40.66,574.18,Local,True
2023-10-01 07:24:00,Comedy Night,Early Bird,5,25,34.47,2086.26,International,False
2023-10-01 07:25:00,Symphony Orchestra,VIP,5,25,24.97,487.18,Out of State,False
2023-10-01 07:26:00,Tech Expo,General Admin,6,150,15.6,2037.67,Local,False
2023-10-01 07:27:00,Symphony Orchestra,Balcony,6,150,11.9,1365.09,International,False
2023-10-01 07:28:00,Comedy Night,Early Bird,2,150,44.36,1478.57,Out of State,False
2023-10-01 07:29:00,Tech Expo,General Admin,7,150,39.48,1604.97,Out of State,False
2023-10-01 07:30:00,Symphony Orchestra,Early Bird,5,300,38.54,728.78,Local,False
2023-10-01 07:31:00,Tech Expo,Early Bird,7,25,12.48,564.38,International,False
2023-10-01 07:32:00,Tech Expo,General Admin,7,150,7.21,41.61,Out of State,False
2023-10-01 07:33:00,Tech Expo,General Admin,7,25,35.52,1405.12,International,False
2023-10-01 07:34:00,Rock Fest '24,General Admin,3,150,41.18,1293.88,International,False
2023-10-01 07:35:00,Comedy Night,Early Bird,5,50,41.8,435.74,International,False
2023-10-01 07:36:00,Tech Expo,Balcony,5,300,26.74,1972.22,Out of State,False
2023-10-01 07:37:00,Rock Fest '24,Early Bird,3,300,10.69,1228.56,Local,False
2023-10-01 07:38:00,Tech Expo,Balcony,6,25,6.87,2239.02,International,False
2023-10-01 07:39:00,Comedy Night,VIP,5,300,12.53,1106.15,Out of State,False
2023-10-01 07:40:00,Symphony Orchestra,Early Bird,6,300,38.53,1495.78,Local,False
2023-10-01 07:41:00,Rock Fest '24,General Admin,6,25,9.06,1818.35,Local,False
2023-10-01 07:42:00,Comedy Night,Balcony,6,25,39.35,1822.14,Out of State,False
2023-10-01 07:43:00,Rock Fest '24,Early Bird,5,25,22.87,2234.64,Local,False
2023-10-01 07:44:00,Tech Expo,Early Bird,5,150,20.33,1729.83,Out of State,False
2023-10-01 07:45:00,Tech Expo,General Admin,6,300,12.37,486.72,Local,False
2023-10-01 07:46:00,Rock Fest '24,Early Bird,4,25,28.52,1394.87,Out of State,False
2023-10-01 07:47:00,Tech Expo,VIP,3,25,31.75,188.58,Local,False
2023-10-01 07:48:00,Symphony Orchestra,VIP,6,300,19.5,1547.84,Out of State,False
2023-10-01 07:49:00,Tech Expo,Early Bird,7,50,44.04,725.63,International,False
2023-10-01 07:50:00,Tech Expo,General Admin,1,150,41.56,1997.67,International,False
2023-10-01 07:51:00,Tech Expo,VIP,4,150,23.57,730.16,Out of State,False
2023-10-01 07:52:00,Comedy Night,Balcony,7,25,38.28,2096.03,International,False
2023-10-01 07:53:00,Symphony Orchestra,VIP,2,150,40.17,1160.84,International,False
2023-10-01 07:54:00,Symphony Orchestra,Balcony,4,150,14.31,1888.76,Out of State,False
2023-10-01 07:55:00,Rock Fest '24,General Admin,2,300,12.08,1336.85,Out of State,True
2023-10-01 07:56:00,Comedy Night,Early Bird,5,150,8.93,2352.72,Out of State,False
2023-10-01 07:57:00,Symphony Orchestra,Balcony,5,150,14.88,1780.12,International,False
2023-10-01 07:58:00,Tech Expo,VIP,4,150,33.34,150.28,International,False
2023-10-01 07:59:00,Comedy Night,VIP,6,25,7.85,1156.09,Local,False
2023-10-01 08:00:00,Comedy Night,Balcony,7,50,38.46,928.95,International,False
2023-10-01 08:01:00,Rock Fest '24,Balcony,5,50,18.76,1561.28,Out of State,False
2023-10-01 08:02:00,Symphony Orchestra,VIP,7,25,24.96,138.07,International,False
2023-10-01 08:03:00,Rock Fest '24,Balcony,5,50,19.7,633.87,International,False
2023-10-01 08:04:00,Comedy Night,General Admin,7,50,21.92,886.45,International,True
2023-10-01 08:05:00,Rock Fest '24,Balcony,3,50,41.74,2300.77,Local,False
2023-10-01 08:06:00,Tech Expo,Early Bird,6,25,10.61,1542.42,Local,False
2023-10-01 08:07:00,Symphony Orchestra,Early Bird,3,150,15.26,1432.03,International,False
2023-10-01 08:08:00,Tech Expo,General Admin,6,300,36.68,1395.24,Local,False
2023-10-01 08:09:00,Rock Fest '24,General Admin,4,300,13.1,110.51,International,False
2023-10-01 08:10:00,Symphony Orchestra,Early Bird,5,25,30.6,405.47,Out of State,False
2023-10-01 08:11:00,Comedy Night,General Admin,3,150,34.64,1742.75,Local,False
2023-10-01 08:12:00,Symphony Orchestra,VIP,2,25,6.37,1959.46,International,False
2023-10-01 08:13:00,Tech Expo,Balcony,1,300,35.32,1280.8,Out of State,False
2023-10-01 08:14:00,Symphony Orchestra,VIP,6,25,5.27,1533.69,Local,False
2023-10-01 08:15:00,Rock Fest '24,Balcony,5,300,14.71,2424.5,Local,False
2023-10-01 08:16:00,Comedy Night,VIP,5,300,42.82,1708.69,Local,False
2023-10-01 08:17:00,Comedy Night,Early Bird,4,300,8.7,2480.07,International,False
2023-10-01 08:18:00,Rock Fest '24,General Admin,2,25,12.57,2015.77,Out of State,False
2023-10-01 08:19:00,Symphony Orchestra,Balcony,6,150,28.55,1222.79,International,False
2023-10-01 08:20:00,Symphony Orchestra,VIP,7,25,39.65,1556.14,International,False
2023-10-01 08:21:00,Symphony Orchestra,VIP,4,300,24.16,1622.42,International,False
2023-10-01 08:22:00,Rock Fest '24,General Admin,3,150,26.15,1312.06,Local,False
2023-10-01 08:23:00,Symphony Orchestra,Balcony,5,150,30.86,300.03,International,False
2023-10-01 08:24:00,Symphony Orchestra,Balcony,7,300,28.46,267.78,Out of State,False
2023-10-01 08:25:00,Comedy Night,VIP,7,150,37.81,1718.3,Local,False
2023-10-01 08:26:00,Comedy Night,General Admin,1,50,43.66,183.19,International,False
2023-10-01 08:27:00,Comedy Night,General Admin,4,150,29.54,1696.98,Out of State,False
2023-10-01 08:28:00,Comedy Night,General Admin,5,150,10.34,2380.66,International,False
2023-10-01 08:29:00,Rock Fest '24,Early Bird,3,50,19.1,1810.52,Out of State,False
2023-10-01 08:30:00,Tech Expo,VIP,2,50,5.88,2278.26,Local,False
2023-10-01 08:31:00,Rock Fest '24,Balcony,6,25,24.75,976.96,Local,False
2023-10-01 08:32:00,Comedy Night,Balcony,4,50,37.07,1365.05,Out of State,False
2023-10-01 08:33:00,Symphony Orchestra,Early Bird,4,50,40.05,105.37,International,False
2023-10-01 08:34:00,Tech Expo,Early Bird,5,300,43.91,1557.51,Out of State,False
2023-10-01 08:35:00,Comedy Night,VIP,1,25,22.61,888.66,Local,False
2023-10-01 08:36:00,Tech Expo,Early Bird,1,300,22.66,1336.05,Local,False
2023-10-01 08:37:00,Tech Expo,VIP,7,50,28.75,633.4,Local,False
2023-10-01 08:38:00,Symphony Orchestra,VIP,2,300,25.52,523.8,Local,False
2023-10-01 08:39:00,Rock Fest '24,General Admin,6,150,24.91,661.17,Local,False
2023-10-01 08:40:00,Comedy Night,Balcony,4,25,16.7,444.65,Out of State,False
2023-10-01 08:41:00,Tech Expo,General Admin,5,300,20.35,326.08,International,False
2023-10-01 08:42:00,Comedy Night,General Admin,2,25,21.23,1704.18,International,False
2023-10-01 08:43:00,Tech Expo,Early Bird,1,300,29.34,2431.34,International,False
2023-10-01 08:44:00,Comedy Night,Balcony,7,25,43.46,601.5,Out of State,False
2023-10-01 08:45:00,Symphony Orchestra,Balcony,4,50,11.31,727.63,Local,False
2023-10-01 08:46:00,Tech Expo,Early Bird,5,25,28.5,1431.81,International,False
2023-10-01 08:47:00,Comedy Night,Balcony,3,50,6.48,317.81,Local,False
2023-10-01 08:48:00,Rock Fest '24,Early Bird,4,300,42.66,863.29,International,False
2023-10-01 08:49:00,Symphony Orchestra,General Admin,7,300,22.98,1237.21,Out of State,False
2023-10-01 08:50:00,Tech Expo,Balcony,7,50,34.51,51.63,Out of State,False
2023-10-01 08:51:00,Comedy Night,Balcony,5,300,31.03,329.35,International,False
2023-10-01 08:52:00,Tech Expo,General Admin,1,300,34.63,2368.1,Local,False
2023-10-01 08:53:00,Tech Expo,General Admin,3,150,32.24,1776.03,Out of State,False
2023-10-01 08:54:00,Rock Fest '24,General Admin,2,50,18.07,340.31,Local,False
2023-10-01 08:55:00,Symphony Orchestra,VIP,2,50,25.51,630.77,Local,True
2023-10-01 08:56:00,Comedy Night,General Admin,5,150,30.96,2372.1,Out of State,False
2023-10-01 08:57:00,Tech Expo,VIP,2,300,37.26,1939.64,Local,False
2023-10-01 08:58:00,Symphony Orchestra,Balcony,4,25,38.21,1803.85,International,False
2023-10-01 08:59:00,Comedy Night,Balcony,7,25,31.73,1332.0,Out of State,False
2023-10-01 09:00:00,Rock Fest '24,VIP,7,150,25.93,2470.0,Out of State,False
2023-10-01 09:01:00,Tech Expo,Early Bird,2,150,12.41,53.93,Out of State,False
2023-10-01 09:02:00,Symphony Orchestra,VIP,1,300,41.88,1059.66,Out of State,False
2023-10-01 09:03:00,Comedy Night,VIP,3,150,9.14,776.97,International,False
2023-10-01 09:04:00,Tech Expo,VIP,5,50,43.97,2094.6,Local,False
2023-10-01 09:05:00,Comedy Night,Balcony,6,150,36.25,1974.06,Out of State,False
2023-10-01 09:06:00,Tech Expo,VIP,4,50,40.9,367.63,International,False
2023-10-01 09:07:00,Tech Expo,Balcony,5,300,22.96,1846.76,Out of State,False
2023-10-01 09:08:00,Tech Expo,General Admin,2,25,9.51,412.17,International,False
2023-10-01 09:09:00,Symphony Orchestra,Balcony,2,25,22.99,558.44,Out of State,False
2023-10-01 09:10:00,Comedy Night,Balcony,4,25,23.37,983.64,Out of State,False
2023-10-01 09:11:00,Comedy Night,General Admin,7,150,26.32,475.89,International,True
2023-10-01 09:12:00,Tech Expo,Balcony,7,150,21.24,1687.37,International,False
2023-10-01 09:13:00,Tech Expo,VIP,2,300,40.99,321.06,Out of State,False
2023-10-01 09:14:00,Rock Fest '24,VIP,4,50,43.62,2018.91,International,False
2023-10-01 09:15:00,Rock Fest '24,Early Bird,3,50,22.31,213.8,International,False
2023-10-01 09:16:00,Tech Expo,General Admin,3,300,10.64,1630.03,Out of State,False
2023-10-01 09:17:00,Comedy Night,Balcony,3,150,18.23,1834.44,Local,False
2023-10-01 09:18:00,Tech Expo,General Admin,3,300,36.27,1415.4,Local,False
2023-10-01 09:19:00,Rock Fest '24,Early Bird,6,50,15.38,244.47,Out of State,False
2023-10-01 09:20:00,Tech Expo,Balcony,6,25,36.6,153.36,Out of State,True
2023-10-01 09:21:00,Symphony Orchestra,General Admin,5,50,9.01,2256.22,International,False
2023-10-01 09:22:00,Tech Expo,General Admin,2,50,41.12,480.58,Out of State,False
2023-10-01 09:23:00,Rock Fest '24,Early Bird,3,25,7.08,1980.13,International,False
2023-10-01 09:24:00,Tech Expo,General Admin,4,50,19.89,1155.94,International,False
2023-10-01 09:25:00,Comedy Night,VIP,1,150,34.94,1931.73,Out of State,False
2023-10-01 09:26:00,Tech Expo,VIP,1,50,20.19,1222.5,Local,False
2023-10-01 09:27:00,Tech Expo,VIP,4,300,28.76,2041.63,International,False
2023-10-01 09:28:00,Comedy Night,Balcony,6,25,5.75,539.97,Local,False
